subject_id,task,total_duration_s,f0_mean,f0_std,f0_range,f0_iqr,pitch_instability,speech_rate_voiced_frac,speech_rate_syllables_per_sec,intensity_mean_db,intensity_std_db,intensity_range_db,intensity_mean_linear,mfcc_1_mean,mfcc_1_std,mfcc_delta_1_mean,mfcc_2_mean,mfcc_2_std,mfcc_delta_2_mean,mfcc_3_mean,mfcc_3_std,mfcc_delta_3_mean,mfcc_4_mean,mfcc_4_std,mfcc_delta_4_mean,mfcc_5_mean,mfcc_5_std,mfcc_delta_5_mean,mfcc_6_mean,mfcc_6_std,mfcc_delta_6_mean,mfcc_7_mean,mfcc_7_std,mfcc_delta_7_mean,mfcc_8_mean,mfcc_8_std,mfcc_delta_8_mean,mfcc_9_mean,mfcc_9_std,mfcc_delta_9_mean,mfcc_10_mean,mfcc_10_std,mfcc_delta_10_mean,mfcc_11_mean,mfcc_11_std,mfcc_delta_11_mean,mfcc_12_mean,mfcc_12_std,mfcc_delta_12_mean,mfcc_13_mean,mfcc_13_std,mfcc_delta_13_mean,spectral_centroid_mean,spectral_centroid_std,spectral_slope,spectral_flatness_mean,spectral_flatness_std,spectral_flux_mean,spectral_flux_std,hammarberg_index,alpha_ratio,band_600_700_energy_db,band_1k_2k_energy_db,band_2k_4k_energy_db,jitter_local,jitter_local_abs,jitter_rap,shimmer_local,shimmer_local_db,shimmer_apq3,hnr_mean,hnr_std,breathiness,vocal_tension,f1_mean,f1_std,f2_mean,f2_std,f3_mean,f3_std,f1_f2_ratio,utterance_count,utterance_dur_mean,utterance_dur_std,utterance_dur_total,pause_count,pause_dur_mean,pause_dur_max,pause_dur_total,proportion_silence,fragmented_speech_count,fragmented_speech_ratio
2ea4,Counting2,60.0,128.25310179591585,57.1631171436655,443.040637927534,12.878932340695044,3.559704672594955,0.28423686405337784,0.9833333333333333,-32.39702849012314,5.629527295310562,37.96575164794922,0.02939767554126386,-358.62299089226775,72.086801025226,-0.10307015630296464,91.57916518664531,54.45379344397724,0.02397191432844933,-14.420477955118812,37.60948263502621,0.03514907221112518,15.322609014870139,39.03195382943584,-0.024691925956767544,0.8708672881652596,23.43592875105746,-0.02697420057107479,-21.215279887091967,15.540578023941464,0.005740081138046829,-19.127958576504746,20.18035475390711,0.018510962604715926,-16.46353528365691,13.895838214606972,0.0007938030027869336,-14.987424701086209,15.542004061729152,-0.009649120693837013,-9.667683651960601,12.589358151170119,-0.002119984053563376,-18.297940742274022,12.104992005975815,0.0037977429199892313,-9.543674250673826,10.391229446598341,-0.0031068007613769604,-6.643034216628516,10.574165291155566,0.0040670998062997555,1665.9513382045327,1063.4183202898985,-0.003364413313339383,0.022369858639755588,0.04742790873739136,0.035667661224581065,0.013399543544686717,19.494041442871094,7.049509048461914,1.233964443206787,-2.747297525405884,-13.478132247924805,0.018019831594349865,0.00014196237775799243,0.009438409309599076,0.16252508420704825,1.4190088817239919,0.07238666288392556,7.715864981204361,4.705203118835099,-8.160196574626053,-0.002025500945090026,542.1216139861106,232.5138326083677,1669.8410073956966,355.6384624390031,2643.9905513662184,334.4163702236269,0.3246546297432291,25.0,0.7811999999999998,0.43467063392872507,19.529999999999994,24.0,1.204166666666667,3.530000000000001,28.90000000000001,0.4816666666666668,8.0,0.32
2ea4,Counting1,60.0,137.9512252929906,73.1318847927461,447.30489880572645,20.38996122674341,5.717554153864324,0.29524603836530444,1.35,-31.11407824687424,6.181359073339321,44.736167907714844,0.03517598684022554,-337.0320775809776,69.50837806026703,-0.012312519971940354,83.79647215583994,55.126201704301074,-0.006002432722014902,-10.038901223959645,34.044097304002754,-0.028681205481418184,20.79071765614245,43.38421340023947,-0.01095795558172288,-4.575416472298103,22.277221584558585,0.015160823276888682,-24.039985925684068,18.117403420608927,0.0018913047928333167,-18.625823437370883,17.615427636118405,-0.024686827036791908,-18.69868318005514,14.245667761539679,-0.018793433672204523,-16.18102865922938,11.446760768384042,0.0007902970435082186,-13.159762453576768,13.98083009719794,0.014290539415428008,-21.805234554510506,10.780568584396129,0.0020217554953728023,-6.033701928446138,9.484383150937221,-0.009049616998853097,-5.275299116746856,10.427766082291754,-0.013222841671704323,1766.4706083034694,1038.7073894948642,-0.0035138807164757746,0.02740351218381967,0.053090877524668956,0.036235987683424606,0.011997674023574293,20.691818237304688,7.835676193237305,1.3649539947509766,-2.178602457046509,-11.078655242919922,0.02076682980530995,0.00015474044789105793,0.010891067124701417,0.16750643569778945,1.4819337957186103,0.07528042388442725,6.463323257990566,4.557175994432097,-8.57896593564761,-0.0024402419393616567,535.3221529697071,249.17235133521194,1715.1719201589806,394.89134722078813,2708.705273993034,345.49786131634227,0.3121099096119109,28.0,0.7782142857142854,0.47315848727633797,21.789999999999992,27.0,1.300740740740741,3.6999999999999957,35.120000000000005,0.5853333333333334,11.0,0.39285714285714285
2ea4,Math,60.0,130.89448696358681,66.19178737053637,448.8980671874849,18.416750721898026,6.071817120247103,0.4286905754795663,1.9833333333333334,-33.082254370506874,6.15357508252127,44.16279220581055,0.027475421445159312,-370.4331181989121,82.50105536076505,-0.007319804081511513,97.94692282789447,47.20785810115151,0.0063015456999420735,-10.643505880972713,36.22374877617499,-0.011192128300095503,11.774418896217613,43.91028257499652,-0.009599091291154058,-7.243396188686065,24.39448212863085,-0.0031639970703740577,-18.19630024604339,20.110679620990155,-0.009996348233079584,-14.692673957315291,20.850148420738382,-0.0039448389962477275,-20.43858994958103,15.943160914832387,0.00321261019834597,-17.903396886427554,14.544780517384147,0.0039857985597594875,-10.656233178071574,16.896953676377596,0.013206176453638372,-14.533136442043974,13.564321938594874,0.008524927868339893,-6.266399281512573,10.26708639032171,-0.00024229388573963586,-5.580287698800327,10.864111814594317,0.0005551392648108504,1539.167879478024,876.5276776536094,-0.003994835981212053,0.01897497220939098,0.04294309797613499,0.03736553889287491,0.01335442807910668,17.963851928710938,6.872287273406982,3.410644769668579,-3.599790334701538,-12.966764450073242,0.020587620782911698,0.0001584834715463173,0.010583749011376454,0.1714704330189997,1.4780969369132515,0.0781410276734924,6.796830874352752,4.580207526698673,-7.844329781034157,-0.002782469258322207,537.8049983757898,211.20441876452952,1621.5996006982925,396.8053450741191,2688.5938004989907,360.48952297471334,0.33165091934174157,34.0,0.9282352941176479,0.7312297079667567,31.56000000000003,33.0,0.7693939393939385,3.3699999999999974,25.389999999999972,0.4231666666666662,13.0,0.38235294117647056
2ea4,Counting3,60.0,153.0909763785491,78.98357148134632,448.98294979236493,34.27677674506285,6.479681714429431,0.527606338615513,2.466666666666667,-31.262040835151737,7.42814518430686,50.12190246582031,0.036211248427493944,-352.88336762252635,86.4232317022631,-0.007226646798606256,104.1009130097583,42.09807921761749,-0.006409075415523968,-16.385309220203577,29.80559329148996,-0.009207165963604491,1.9803700832801403,44.10339998293309,0.012871257786159504,-13.061892592943522,28.276299293916697,0.0008105815921090512,-13.361202694220907,19.869560864692907,-0.003544660080660313,-14.117496113120898,21.701659422591977,-0.0016452060504377384,-25.290943100370338,15.191453712496315,-0.0037651196912861693,-16.122119449205076,14.880083503864787,-0.0052786837751622765,-8.265463227066634,14.12165049229714,-0.005606620044720476,-11.87460920683665,14.767575573135794,0.0018182128957826094,-10.961978791268711,10.788935127519318,-0.003371120864458423,-7.2621536069035475,12.894155653734355,-0.005153899855073164,1401.9638187627847,619.4586851513486,-0.004210210590679562,0.012771610054828911,0.03541732436650862,0.03944633117263464,0.014235867189841843,22.08357810974121,7.664440155029297,5.016238689422607,-1.3899099826812744,-11.651309967041016,0.021895440274472242,0.00014431781436940878,0.011483515096058192,0.16318941512376364,1.4814235921244445,0.07063404260464749,7.016327444824687,5.947285477134287,-5.508032048423156,-0.0031617242830052016,555.8506706075501,252.01597371248343,1554.775534370837,382.85065836721225,2692.2096806942855,354.8336235270378,0.35751184548481035,30.0,1.3989999999999998,1.224958094521332,41.96999999999999,29.0,0.6086206896551726,2.1999999999999957,17.650000000000006,0.29416666666666674,5.0,0.16666666666666666
2ea4,Stroop,60.0,174.2554259796547,124.73375508716894,449.84166120986896,30.96967473307349,14.754080981789832,0.27039199332777314,2.05,-30.644218043765964,5.550906794762661,41.36772155761719,0.035164717984185426,-344.30485852812706,75.21517076820136,-0.038311608375848696,131.18389427350547,24.542355108167744,-0.027882293034392065,-22.91620605877935,34.0140955860556,-0.032643244957783056,-2.8909309045199327,32.69352136033476,-0.00337587735319698,-15.431366490280967,24.331498624215495,0.0006211938987701064,-24.653460609907594,15.754138900742518,-0.008530387473610356,-16.894896611488857,18.401008636468344,-0.014531553268362325,-22.377762927087918,12.680608483899265,-0.010135111600299637,-16.88390180021986,11.109265640035341,0.014330416918284034,-14.54901089950334,12.3177605678622,0.012697887391782047,-10.838730890770542,9.663996860594152,0.006812724639845483,-5.3360865597026494,9.019346121814541,0.003145038436844408,-2.5486943307998513,10.974210602044279,-0.014308466195564218,1125.8701375600742,242.27535203186292,-0.00540783403016511,0.004444578365720678,0.003691577702173537,0.042520435763303555,0.012507755338125313,20.480709075927734,8.906668663024902,4.537960052490234,-2.8522789478302,-14.522092819213867,0.034374585424459245,0.00020781522067262877,0.017954241578310215,0.1953121116116094,1.6335210185304554,0.09144200729049723,4.91350155722488,4.73995842407444,-7.1659145392645565,-0.0036257205521624813,541.5551175206165,143.58413986550622,1454.3676712523163,361.2857820728306,2580.1823792045916,343.9443690461459,0.3723646559430863,42.0,0.5376190476190482,0.29072003816312525,22.580000000000027,41.0,0.8792682926829261,2.26,36.049999999999976,0.6008333333333329,28.0,0.6666666666666666
2ea4,Speaking,60.0,124.42315837686047,40.79066391362012,441.63994471381574,20.102582108236916,2.9520631401189528,0.38648874061718097,1.45,-32.231346784622794,5.6096830871606,40.2681884765625,0.029425102428537214,-352.9632254561437,79.82487078996895,-0.05326318050487507,104.2403709910635,44.73270179482023,-0.016750402901550682,-21.82111297183145,36.11790239728153,-0.003133924576318873,4.390508833488429,38.38068326319697,0.01539011420458785,-4.364000162996954,18.52521652543273,0.024744438584084177,-20.187434128287347,20.9406395997133,0.011844834721107237,-17.58374493025685,17.713956760161242,-0.010486737426903679,-15.688439101638947,13.906546303420843,-0.009934942044374506,-13.6747930740461,13.027931595465972,0.013412432367502057,-6.358363893851075,15.48873955914534,0.017204425420149865,-15.79225333085987,11.697556108548975,-0.003942952923418511,-8.947917238438196,10.782279733558237,-0.008119255962548685,-6.253585988800221,11.56629479419426,-0.0037730325920817876,1499.2421013683004,818.9267194399447,-0.0037950083623657163,0.017762713007835367,0.03936257003368453,0.03514875095244201,0.01255992415405386,19.056034088134766,6.272617340087891,4.694117069244385,-2.4006195068359375,-13.734923362731934,0.018831873020828244,0.00015271407389426424,0.009974195357117886,0.1532623875350527,1.3807543772615625,0.06741824171566516,6.950176938689289,5.65288099352815,-7.354148323281097,-0.002576483980767554,536.7291181477503,208.62261818515756,1642.5306768617377,361.07912555495164,2657.092704456998,370.6211710427986,0.326769615757338,32.0,0.7849999999999999,0.5105266888224355,25.119999999999997,31.0,1.0964516129032258,2.5699999999999985,33.99000000000001,0.5665000000000001,11.0,0.34375
2ea4,Reading,60.0,138.33262553399453,69.94715038610019,448.14077904894344,22.87428427038138,7.6312138404174785,0.5442869057547957,2.7333333333333334,-31.844018465571807,6.844920345978412,48.734710693359375,0.03321411810169847,-358.62461623872707,71.7883296313818,-0.05705540764561263,91.70542107105824,50.9970487111162,-0.00040149566463455093,-6.025384387619021,35.55846841375745,0.008270486197833979,8.939618717567358,43.72042683205172,0.020703372026458427,-5.533343685515163,29.53635409500194,0.010812640801395141,-20.559306793197262,22.796817441622384,-0.0027258782299067292,-18.837705885992786,22.24897871766393,0.012704918978682245,-16.572614596610062,16.98544409363998,0.007041886568401811,-20.621388109232587,16.863056389362235,-0.00825937941075645,-11.247206931773471,18.1547293603047,-0.0034487703786380323,-19.20939116435341,14.088360851092183,0.00204329247797614,-10.52717007082644,11.671926562223613,0.003060471738635366,-2.08849411570557,12.701085335927546,-0.0056936599982456175,1626.6481648803845,926.6321865049971,-0.003632009057183623,0.021942894727888913,0.04519090557208771,0.040511078181248876,0.014269842307965403,20.29348373413086,8.87826919555664,1.5548772811889648,-3.7521538734436035,-12.10753345489502,0.02840623148374174,0.00020760287021327151,0.015576682427258206,0.185570080684552,1.6282875265167351,0.08160796983287481,6.496281139679719,4.342752929112151,-8.924213457199974,-0.0026253537886123954,513.9969456841678,259.5329212079032,1660.6206738334943,418.5702147732189,2717.653347696408,379.95396586906094,0.30952098440254927,30.0,1.3980000000000001,0.9735686930052756,41.940000000000005,29.0,0.4320689655172411,1.5900000000000003,12.529999999999992,0.2088333333333332,3.0,0.1
2hpu,Counting1,60.0,125.45973128083058,85.4629402963093,449.8082089927457,21.667792092814366,7.905621007869217,0.3529608006672227,2.566666666666667,-33.954302047816775,4.958083703747829,40.56288146972656,0.023240553306296284,-380.4077790620991,71.06305651000993,-0.031591286418311146,88.9121829673327,61.34181002911486,-0.002269711795544708,20.4033718734383,38.09861609725973,0.007659103254543826,25.832764141532326,37.678079167250445,0.00974104141664397,-9.697615963483322,24.427901766278644,0.0014413176152998051,-17.978441189844187,17.675999927410217,-0.001384701186692039,-15.161223993585276,19.031368645413146,-0.010476758036610337,-14.07758289995236,15.428565915342377,-0.009012436972642575,-15.000009494137977,15.69415520088585,0.003268612135565745,-14.39584698068908,16.489747945242385,-0.0031120095332601645,-16.10118379849191,13.580941174412438,-7.25400308239124e-05,-8.965339145811166,13.986106634957086,-0.000809017946432228,-7.233978636241938,10.307311209119803,-0.0011937332538650327,1756.7040987236057,1173.8679606451913,-0.002665291518728995,0.03278485805247176,0.05846951739223939,0.04051618940077499,0.014465737857856938,18.086339950561523,9.964458465576172,0.45941197872161865,-10.382084846496582,-15.723427772521973,0.03165612819511336,0.00025757882800664204,0.016879362377369606,0.18724893314705562,1.6437217161111137,0.09216869443473509,5.125702790689871,4.286910316151394,-7.5330188936276725,-0.001330275150301894,482.6366611115516,216.1786550665223,1763.5279995967044,476.7792802079364,2847.8134308794374,361.234313972171,0.27367677815261465,57.0,0.5214035087719298,0.436386431826684,29.719999999999995,56.0,0.48410714285714296,1.2199999999999989,27.110000000000007,0.4518333333333334,33.0,0.5789473684210527
2hpu,Counting2,60.0,123.80167999059113,84.24154203932576,447.7918366491072,12.829087238661728,7.718027363394483,0.47656380316930774,2.7666666666666666,-34.330417919376316,4.726581965685602,38.34247970581055,0.021870198263801897,-393.6004362364073,74.05615821031809,0.0031012883976960716,105.80469840533064,51.880394039480244,-0.0015263487661463,10.884907725845435,37.53996620636229,0.011240646135095641,29.101965925521306,33.90733890539244,0.017915730297826872,-6.4882897789763225,21.864903044264523,-0.015806687460531148,-20.6674811528545,18.354813395423886,-0.015409315716135897,-17.074398618782237,17.704467573390275,0.010038887411851998,-16.172659025430796,14.332145580498006,0.005091200800407411,-9.365841149211473,15.520898373734319,0.002826543663339086,-12.611270754607482,16.60069252959699,0.009013680413675678,-16.516375974383543,14.007669037372596,-0.0007911193032918029,-11.29196219018517,15.13180679053819,-0.013110654306386027,-4.6118235157754786,11.539607556041645,0.0026486636596546546,1448.1483305179875,951.2428206538032,-0.002913041868608618,0.016905952884617905,0.03837573589423006,0.04239240843189898,0.01474111332628322,21.194812774658203,10.392545700073242,-1.9140336513519287,-10.760994911193848,-17.663597106933594,0.030851362084853524,0.0002585208090917671,0.016403574286908446,0.19190736851197177,1.6454747176227587,0.0953687832071273,5.2514823044185475,3.7929407883027233,-6.672162548691648,-0.001421607648619621,480.053507380668,172.96328097085834,1749.5492463290143,402.48490390692643,2814.1264604164976,314.25298894989066,0.2743869647498855,50.0,0.6139999999999995,0.5027285549876792,30.699999999999978,49.0,0.5936734693877556,2.79,29.090000000000025,0.4848333333333337,29.0,0.58
2hpu,Counting3,60.0,139.02659085330137,72.88537862090878,448.26452327709825,83.64130659211018,8.86922033875343,0.5029190992493745,3.65,-34.51260653068202,5.9210343106642025,46.09901809692383,0.023087256338250983,-398.8732733525021,71.5987565157717,-0.011526867234676327,119.51842589267123,43.54839228670659,-0.02276972520987431,12.86564098958783,35.95993289148919,0.0054823439935665795,5.2723986317432034,36.347275881819684,0.018741655887031878,-17.88829107579071,24.25984180663975,-0.008843197303000304,-10.784117253634975,18.569553581444953,-0.016702806180034366,-13.761952314974014,18.88804871241391,0.0029048078670631003,-16.651450172693036,15.147392715869957,-0.0042415632217088954,-13.937907946615223,14.67515729046437,-0.004941867943052102,-11.519392835771,17.06475542934883,0.0028525797836455196,-10.108535890662036,14.706313702920578,-0.0009276771967914425,-13.407574761199804,13.734796621293908,0.003827265546810999,-9.484634191906212,11.520747149332642,0.0056012672761204035,1261.8297489150264,646.7010667107376,-0.0038417287276416,0.011454523137743889,0.030172327381258312,0.04478182054160582,0.014123699003242013,23.80828285217285,12.094266891479492,2.2284088134765625,-9.498334884643555,-19.819223403930664,0.029004296984878736,0.00021310985145487374,0.015352876997689618,0.18793974448166695,1.6465427824915826,0.08261506721352606,5.8612021383649235,4.769127980043068,-6.332128337284652,-0.0019913333977017197,517.2637572949278,189.79511373836843,1568.4466541062613,466.39937054143695,2857.429288579823,409.13136434725334,0.3297936566351867,50.0,0.6814000000000001,0.5205113255251992,34.07000000000001,49.0,0.5046938775510202,2.3499999999999996,24.729999999999986,0.41216666666666646,23.0,0.46
